Date	Day	Action	Actor	Target	Agent	Event	Country	Location	Issue	Linkdate	Time	Reds	Red missing	Red injured	Red deaths	Whites	White missing	White injured	White dead	Source	No event	Sources
2-Jun-18	Sun	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
2-Jun-18	Sun	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
3-Jun-18	Mon	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
3-Jun-18	Mon	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
3-Jun-18	Mon	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
4-Jun-18	Tue	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
4-Jun-18	Tue	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
4-Jun-18	Tue	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
5-Jun-18	Wed	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
5-Jun-18	Wed	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
5-Jun-18	Wed	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
6-Jun-18	Thu	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
6-Jun-18	Thu	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
6-Jun-18	Thu	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
7-Jun-18	Fri	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
7-Jun-18	Fri	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
7-Jun-18	Fri	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
8-Jun-18	Sat	battle	Czech Legion	Bolsheviks		battle for city	Russia	Omsk	civil war			8000	0	301	31	35000	0	101	31	Trotsky		
8-Jun-18	Sat	battle	Czech Legion	Bolsheviks		Czechs capture city	Russia	Samara	civil war			5000	0	31	3	8000	0	8	3	Trotsky		
8-Jun-18	Sat	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
8-Jun-18	Sat	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
8-Jun-18	Sat	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
9-Jun-18	Sun	attack	Cossacks	Bolsheviks		guerrilla attacks on Bolshevik forces	Russia	Kislovodsk	anti-Bolshevik			301	0	101	31	70	0	3	1	Kenez		
9-Jun-18	Sun	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
9-Jun-18	Sun	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
9-Jun-18	Sun	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
10-Jun-18	Mon	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
10-Jun-18	Mon	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
10-Jun-18	Mon	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
10-Jun-18	Mon	rising	Whites	Bolsheviks		Bolsheviks put down opposition attack	Russia	Bogorosk	Bolshevik control			501	0	0	0	501	40	101	10	Bunyan		
11-Jun-18	Tue	battle	Bolsheviks	Germans		attack German army	Ukraine	Taganrog	Bolshevik control			6400	301	501	301	0	0	0	0	Kenez		
11-Jun-18	Tue	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
11-Jun-18	Tue	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
11-Jun-18	Tue	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
12-Jun-18	Wed	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
12-Jun-18	Wed	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
12-Jun-18	Wed	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
13-Jun-18	Thu	decree	Bolsheviks	citizens		power is henceforth transferred to Soviets	Russia	Russia	Bolshevik control			317	0	0	0	0	0	0	0	Chamberlin		
13-Jun-18	Thu	rising	peasants	Germans		plunder village	Ukraine	Boguslav	anti-German			0	0	0	0	301	0	0	0	Bunyan		
13-Jun-18	Thu	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
13-Jun-18	Thu	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
13-Jun-18	Thu	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
14-Jun-18	Fri	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
14-Jun-18	Fri	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
14-Jun-18	Fri	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
15-Jun-18	Sat	rising	peasants	Bolsheviks		rise against Bolsheviks	Russia	Shargoli	anti-Bolshevik			101	31	8	3	501	0	0	0	Bunyan		
15-Jun-18	Sat	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
15-Jun-18	Sat	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
15-Jun-18	Sat	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
16-Jun-18	Sun	obstruction	workers	Bolsheviks		workers prevent arrests by soldiers	Russia	Yuzha	anti-Bolshevik			8	0	0	0	301	0	0	0	Bunyan		
16-Jun-18	Sun	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
16-Jun-18	Sun	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
16-Jun-18	Sun	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
17-Jun-18	Mon	battle	Bolsheviks	peasants		armed Bolsheviks put down peasant rising	Russia	Kozievskia	civil war			200	0	0	0	1000	101	0	0	Bunyan		
17-Jun-18	Mon	rising	peasants	Bolsheviks		rise against Bolsheviks	Russia	Tambov	anti-Bolshevik			3001	0	31	8	3001	0	31	8	Bunyan		
17-Jun-18	Mon	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
17-Jun-18	Mon	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
17-Jun-18	Mon	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
18-Jun-18	Tue	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
18-Jun-18	Tue	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
18-Jun-18	Tue	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
19-Jun-18	Wed	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
19-Jun-18	Wed	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
19-Jun-18	Wed	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
20-Jun-18	Thu	assassination	Socialist Revolutionaries	Bolsheviks		shoot commissar for propaganda dead	Russia	Petrograd	terror			1	0	0	1	1	0	0	0	Lincoln		
20-Jun-18	Thu	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
20-Jun-18	Thu	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
20-Jun-18	Thu	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
20-Jun-18	Thu	rising	workers	Bolsheviks		against Soviet rule	Russia	Tambov	anti-Bolshevik			301	0	8	3	501	0	31	8	Bunyan		
21-Jun-18	Fri	battle	SR forces	Bolsheviks		SR defeat Bolsheviks	Russia	Simbirsk	anti-Bolshevik			1001	0	101	8	5000	0	8	3	Bunyan		
21-Jun-18	Fri	mobilization	UK forces	Germans		UK Royal maries land	Russia	Kem	anti-German			0	0	0	0	500	0	0	0	Hudson		
21-Jun-18	Fri	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
21-Jun-18	Fri	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
21-Jun-18	Fri	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
22-Jun-18	Sat	mobilization	French forces	Germans		French artillery force land	Russia	Kandalashka	anti-German			0	0	0	0	301	0	0	0	Hudson		
22-Jun-18	Sat	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
22-Jun-18	Sat	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
22-Jun-18	Sat	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
23-Jun-18	Sun	mobilization	UK forces	Germans		UK infantry land	Russia	Archangel	anti-German			0	0	0	0	1130	0	0	0	Hudson		
23-Jun-18	Sun	mobilization	UK forces	Germans		UK Royal Marines land	Russia	Pechenga	anti-German			0	0	0	0	150	0	0	0	Jackson		
23-Jun-18	Sun	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
23-Jun-18	Sun	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
23-Jun-18	Sun	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
24-Jun-18	Mon	march	UK forces	Bolsheviks		march eastward	Russia	Sumski-Posad	anti-Bolshevik			101	31		0	500	0	0	0	Stewart		
24-Jun-18	Mon	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
24-Jun-18	Mon	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
24-Jun-18	Mon	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
25-Jun-18	Tue	battle	Whites	Bolsheviks		cut Bolshevik railroad line	Russia	Torgovaia	civil war			10000	101	301	31	9000	0	101	31	Kenez		
25-Jun-18	Tue	mobilization	UK forces	Germans		more Britsh troops land	Russia	Murmansk	anti-German			0	0	0	0	0	0	0	0	Bunyan		
25-Jun-18	Tue	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
25-Jun-18	Tue	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
25-Jun-18	Tue	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
26-Jun-18	Wed	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
26-Jun-18	Wed	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
26-Jun-18	Wed	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
27-Jun-18	Thu	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
27-Jun-18	Thu	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
27-Jun-18	Thu	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
28-Jun-18	Fri	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
28-Jun-18	Fri	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
28-Jun-18	Fri	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
29-Jun-18	Sat	rising	Czech Legion	Bolsheviks		overthrow Soviet council	Russia	Vladivostok	anti-Bolshevik		13:00-18:00	301	31	0	0	15000	0	0	0	Bunyan		
29-Jun-18	Sat	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
29-Jun-18	Sat	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
29-Jun-18	Sat	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
30-Jun-18	Sun	arrest	workers	Bolsheviks		arrest workers for attending a workers' conference	Russia	Yuzha	Bolshevik control			8	0	0	0	8	8	0	0	Bunyan		
30-Jun-18	Sun	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
30-Jun-18	Sun	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
30-Jun-18	Sun	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
1-Jul-18	Mon	attack	peasants	Bolsheviks		disarm soldiers & kill CP official	Russia	Staritski Uezd	anti-Bolshevik			8	7	0	1	301	0	0	0	Bunyan		
1-Jul-18	Mon	attack	peasants	Bolsheviks		peasants kill several officials	Russia	Shlykovsky Volost	anti-Bolshevik			8	0	0	6	301	0	0	0	Bunyan		
1-Jul-18	Mon	decree	Bolsheviks	workers		strikers declared enemies of labor	Russia	Russia	Bolshevik control			8	0	0	0	0	0	0	0	Bunyan		
1-Jul-18	Mon	fight	workers	Bolsheviks		workers attack soldiers who arrested workers	Russia	Yuzha	anti-Bolshevik			8	0	3	0	101	0	0	0	Bunyan		
1-Jul-18	Mon	repression	workers	Bolsheviks		Red Army rescues Bolsheviks	Russia	Riazan	Bolshevik control			501	0	0	0	8000	0	101	31	Bunyan		
1-Jul-18	Mon	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
1-Jul-18	Mon	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
1-Jul-18	Mon	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
1-Jul-18	Mon	rising	workers	Bolsheviks		workers surround Bolshevik building	Russia	Riazan	anti-Bolshevik			17	0	4	2	8000	0	0	0	Bunyan		
1-Jul-18	Mon	strike	rail workers	Bolsheviks		strike against Bolshevik repression of workers	Russia	Moscow	anti-Bolshevik			301	0	0	0	301	0	0	0	Bunyan		
1-Jul-18	Mon	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
2-Jul-18	Tue	attack	peasants	Bolsheviks		kill Red Guards	Russia	Spas	anti-Bolshevik			31	0	0	3	301	0	0	0	Bunyan		
2-Jul-18	Tue	attack	peasants	Bolsheviks		try to disrupt grain taking	Russia	Sleishchensky Volost	anti-Bolshevik			31	0	0	0	31	2	0	0	Bunyan		
2-Jul-18	Tue	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
2-Jul-18	Tue	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
2-Jul-18	Tue	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
2-Jul-18	Tue	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
3-Jul-18	Wed	obstruction	peasants	Bolsheviks		block grain taking	Russia	Chamerovsky Volost	anti-Bolshevik			101	0	0	0	301	0	0	0	Bunyan		
3-Jul-18	Wed	obstruction	workers	Bolsheviks		workers prevent arrests by soldiers	Russia	Yuzha	anti-Bolshevik			8	0	0	0	301	0	0	0	Bunyan		
3-Jul-18	Wed	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
3-Jul-18	Wed	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
3-Jul-18	Wed	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
3-Jul-18	Wed	strike	workers	Bolsheviks		workers & soldiers strike	Russia	Latzis	anti-Bolshevik			0	0	0	0	1001	0	0	0	Chamberlin		
3-Jul-18	Wed	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
4-Jul-18	Thu	battle	peasants	Bolsheviks		battle over grain taking	Russia	Maslovsky Volost	anti-Bolshevik			101	0	0	0	101	0	5	0	Bunyan		
4-Jul-18	Thu	obstruction	peasants	Bolsheviks		block grain taking	Russia	Chamerovsky Volost	anti-Bolshevik			101	0	0	0	301	0	0	0	Bunyan		
4-Jul-18	Thu	rising	peasants	Germans		rise against German occupation	Ukraine	Ekaterinoslav	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
4-Jul-18	Thu	rising	peasants	Germans		rise against German occupation	Ukraine	Kharkov	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
4-Jul-18	Thu	rising	peasants	Germans		rise against German occupation	Ukraine	Podol	anti-German			0	0	0	0	3001	0	101	31	Bunyan		
4-Jul-18	Thu	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
5-Jul-18	Fri	battle	Socialist Revolutionaries	Bolsheviks		SR forces take Yaroslav	Russia	Yaroslav	anti-Bolshevik			1001	0	301	8	3000	0	8	3	Stewart		
5-Jul-18	Fri	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
6-Jul-18	Sat	assassination	Socialist Revolutionaries	Germany	ambassador	Blumkin shoots dead Count Mirbach	Russia	Moscow	anti-German		15:00	1	0	0	0	1	0	0	1	Stewart		
6-Jul-18	Sat	battle	Socialist Revolutionaries	Bolsheviks		SR forces hold Yaroslav	Russia	Yaroslav	anti-Bolshevik			1001	0	0	0	3001	0	0	0	Bunyan		
6-Jul-18	Sat	battle	Whites	Bolsheviks		Whites route Bolsheviks	Russia	Belaia Glina	civil war			10000	5000	501	301	9000	0	101	31	Kenez		
6-Jul-18	Sat	riot	Socialist Revolutionaries	Bolsheviks		battle for city	Russia	Moscow	anti-Bolshevik			301	0	8	1	301	31	31	3	Moorehead		
6-Jul-18	Sat	riot	Socialist Revolutionaries	Bolsheviks		battle for city	Russia	Petrograd	anti-Bolshevik			301	0	8	1	301	31	31	3	Moorehead		
6-Jul-18	Sat	rising	Socialist Revolutionaries	Bolsheviks		SR rising; Bolsheviks put it down quickly	Russia	Petrograd	anti-Bolshevik			301	0	0	0	1001	301	0	0	Bunyan		
6-Jul-18	Sat	rising	Socialist Revolutionaries	Bolsheviks		SR rising; control telegraph offices	Russia	Moscow	anti-Bolshevik			5000	0	0	0	3001	0	0	0	Stewart		
6-Jul-18	Sat	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
7-Jul-18	Sun	battle	Socialist Revolutionaries	Bolsheviks		Bolsheviks put down SR rising	Russia	Moscow	anti-Bolshevik			5000	0	101	31	3001	250	301	200	Stewart		
7-Jul-18	Sun	battle	Socialist Revolutionaries	Bolsheviks		SR forces hold Yaroslav	Russia	Yaroslav	anti-Bolshevik			1001	0	0	0	3001	0	0	0	Bunyan		
8-Jul-18	Mon	battle	Socialist Revolutionaries	Bolsheviks		SR forces hold Yaroslav	Russia	Yaroslav	anti-Bolshevik			1001	0	0	0	3001	0	0	0	Bunyan		
8-Jul-18	Mon	battle	Socialist Revolutionaries	Bolsheviks		SR forces take Murom	Russia	Murom	anti-Bolshevik			3001	0	8	3	4000	0	8	3	Bunyan		
8-Jul-18	Mon	battle	UK/French forces	Bolsheviks		take Kem & northern Murmansk railway	Russia	Kem	anti-Bolshevik			1001	0	101	31	8000	0	101	31	Trotsky		
8-Jul-18	Mon	rising	Socialist Revolutionaries	Bolsheviks		Lenin puts down Left SR rising	Russia	Moscow	anti-Bolshevik			3001	0	8	3	2000	301	301	31	Trotsky		
8-Jul-18	Mon	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
9-Jul-18	Tue	battle	Socialist Revolutionaries	Bolsheviks		SR forces battle Bolsheviks	Russia	Murom	anti-Bolshevik			3001	0	8	3	4000	0	8	3	Bunyan		
9-Jul-18	Tue	battle	Socialist Revolutionaries	Bolsheviks		SR forces hold Yaroslav	Russia	Yaroslav	anti-Bolshevik			1001	0	0	0	3001	0	0	0	Bunyan		
9-Jul-18	Tue	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
10-Jul-18	Wed	battle	Czech Legion	Bolsheviks		battle for city	Russia	Simbirsk	anti-Bolshevik			3001	0	8	3	1500	0	3	1	Mawdsley		
10-Jul-18	Wed	battle	Czech Legion	Bolsheviks		Czechs capture Syzran	Russia	Syzran	anti-Bolshevik			1001	0	101	31	35000	0	31	8	Trotsky		
10-Jul-18	Wed	battle	Socialist Revolutionaries	Bolsheviks		SR forces battle Bolsheviks	Russia	Murom	anti-Bolshevik			3001	0	8	3	4000	0	18	10	Bunyan		
10-Jul-18	Wed	battle	Socialist Revolutionaries	Bolsheviks		SR forces hold Yaroslav	Russia	Yaroslav	anti-Bolshevik			1001	0	0	0	3001	0	0	0	Bunyan		
10-Jul-18	Wed	deployment	Bolsheviks	Whites		deploy 9000 troops to Arctic region	Russia	Petrozavodsk	Bolshevik control			9000	0	0	0	0	0	0	0	Mawdsley		
10-Jul-18	Wed	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
11-Jul-18	Thu	battle	Czech Legion	Bolsheviks		battle for city	Russia	Simbirsk	anti-Bolshevik			3001	0	8	3	1500	0	3	1	Mawdsley		
11-Jul-18	Thu	battle	Socialist Revolutionaries	Bolsheviks		SR forces hold Yaroslav	Russia	Yaroslav	anti-Bolshevik			1001	0	0	0	3001	0	0	0	Bunyan		
11-Jul-18	Thu	battle	Whites	Bolsheviks		White forces attack	Russia	Arzamas	anti-Bolshevik			3001	0	101	31	4000	0	101	31	Trotsky		
11-Jul-18	Thu	battle	Whites	Bolsheviks		White forces attack	Russia	Murom	anti-Bolshevik			3001	31	101	31	4000	0	101	31	Trotsky		
11-Jul-18	Thu	battle	Whites	Bolsheviks		White forces attack	Russia	Rostov	anti-Bolshevik			3001	0	101	31	4000	0	101	31	Trotsky		
11-Jul-18	Thu	battle	Whites	Bolsheviks		White forces attack	Russia	Rybinsk	anti-Bolshevik			3001	0	101	31	4000	0	101	31	Trotsky		
11-Jul-18	Thu	battle	Whites	Bolsheviks		Whites occupy city	Russia	Yaroslav	civil war			1001	31	301	3	4000	0	0	0	Lincoln		
11-Jul-18	Thu	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
12-Jul-18	Fri	battle	Czech Legion	Bolsheviks		battle for city	Russia	Simbirsk	anti-Bolshevik			3001	0	8	3	1500	0	3	1	Mawdsley		
12-Jul-18	Fri	battle	Socialist Revolutionaries	Bolsheviks		SR forces hold Yaroslav	Russia	Yaroslav	anti-Bolshevik			1001	0	0	0	3001	0	0	0	Bunyan		
12-Jul-18	Fri	battle	Whites	Bolsheviks		Denikin attacks Red railroad center	Russia	Tikhoretskaia	civil war			10000	1001	301	31	9000	0	101	31	Kenez		
12-Jul-18	Fri	execute	soldiers	Bolsheviks		Bolsheviks shoot dead dissident soldiers	Russia	Moscow	Bolshevik control			301	0	0	0	10	10	0	10	Bunyan		
12-Jul-18	Fri	murder	dissident Boshevik	Bolsheviks		murder Muraviev outside Moscow	Russia	Moscow	anti-Bolshevik			3	0	0	0	1	0	0	1	Stewart		
12-Jul-18	Fri	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
13-Jul-18	Sat	arrest	Bolsheviks	Socialist Revolutionaries		arrest SR delegates who remain SR	Russia	Moscow	Bolshevik control			301	0	0	0	275	275	0	0	Bunyan		
